0 1 2 3 4
1  	0	        0	15.7	1           
2  	8	        0	15.7	3           
3  	16	      0	15.7	3         
4  	24	      0	15.7	3         
5  	32	      0	15.7	3         
6  	40	      0	15.7	3         
7  	48	      0	15.7	3         
8  	56	      0	15.7	3         
9  	64	      0	15.7	2         
10	70	      0	15.7	1       
11	79	      0	15.7	2       
12	86.5	    0	15.7	3     
13	94	      0	15.7	2       
14	101.5	    0	15.7	3     
15	109	      0	15.7	2       
16	116.5	    0	15.7	3     
17	124	      0	15.7	2       
18	131.5	    0	15.7	3     
19	139	      0	15.7	2       
20	146.5	    0	15.7	3     
21	154	      0	15.7	2       
22	161.5	    0	15.7	3     
23	169	      0	15.7	2       
24	176.5	    0	15.7	3     
25	184	      0	15.7	2       
26	191.5	    0	15.7	3     
27	199  	    0	15.7	2       
28	206.5	    0	15.7	3     
29	214	      0	15.7	2       
30	221.5	    0	15.7	3     
31	229	      0	15.7	2       
32	235	      0	15.7	3       
33	241	      0	15.7	3       
34	247	      0	15.7	1       
35	254	      0	15.7	3       
36	262	      0	15.7	3       
37	270	      0	15.7	3       
38	278	      0	15.7	3       
39	286	      0	15.7	3       
40	293	      0	15.7	1       
41	299	      0	15.7	3       
42	305	      0	15.7	3       
43	311	      0	15.7	2       
44	318.5	    0	15.7	3     
45	326	      0	15.7	2       
46	333.5	    0	15.7	3     
47	341	      0	15.7	2       
48	348.5	    0	15.7	3     
49	356	      0	15.7	2       
50	363.5	    0	15.7	3     
51	371	      0	15.7	2       
52	378.5	    0	15.7	3     
53	386	      0	15.7	2       
54	393.5	    0	15.7	3     
55	401	      0	15.7	2       
56	408.5	    0	15.7	3     
57	416	      0	15.7	2       
58	423.5	    0	15.7	3     
59	431  	    0	15.7	2       
60	438.5	    0	15.7	3     
61	446	      0	15.7	2       
62	453.5	    0	15.7	3     
63	461	      0	15.7	2       
64	468.5	    0	15.7	3     
65	476  	    0	15.7	2       
66	484	      0	15.7	3       
67	492	      0	15.7	2       
68	499.5	    0	15.7	3     
69	507	      0	15.7	2       
70	514.5	    0	15.7	3     
71	522	      0	15.7	2       
72	529.5	    0	15.7	3     
73	537	      0	15.7	2       
74	544.5	    0	15.7	3     
75	552	      0	15.7	2       
76	559.5	    0	15.7	3     
77	567	      0	15.7	2       
78	574.5	    0	15.7	3     
79	582	      0	15.7	2       
80	589.5	    0	15.7	3     
81	597	      0	15.7	2       
82	604.5	    0	15.7	3     
83	612	      0	15.7	2       
84	619.5	    0	15.7	3     
85	627	      0	15.7	2       
86	634.5	    0	15.7	3     
87	642  	    0	15.7	2       
88	649.5	    0	15.7	3     
89	657	      0	15.7	2       
90	663	      0	15.7	3       
91	669	      0	15.7	3       
92	675	      0	15.7	1       
93	682	      0	15.7	3       
94	690	      0	15.7	3       
95	698	      0	15.7	3       
96	706	      0	15.7	3       
97	714	      0	15.7	3       
98	721	      0	15.7	1       
99	727	      0	15.7	3       
100	733	      0	15.7	3       
101	739	      0	15.7	2       
102	746.5	    0	15.7	3     
103	754	      0	15.7	2       
104	761.5	    0	15.7	3     
105	769	      0	15.7	2       
106	776.5	    0	15.7	3     
107	784	      0	15.7	2       
108	791.5	    0	15.7	3     
109	799	      0	15.7	2       
110	806.5	    0	15.7	3     
111	814	      0	15.7	2       
112	821.5	    0	15.7	3     
113	829	      0	15.7	2       
114	836.5	    0	15.7	3     
115	844	      0	15.7	2       
116	851.5	    0	15.7	3     
117	859	      0	15.7	2       
118	866.5	    0	15.7	3     
