0 1 2 3 4
1	-1340	0	-15	1
2	-1332	0	-15	3
3	-1324	0	-15	3
4	-1316	0	-15	3
5	-1308	0	-15	5
6	-1300	0	-15	3
7	-1292	0	-15	3
8	-1284	0	-15	5
9	-1276	0	-15	2
10	-1270	0	-15	1
11	-1261	0	-15	2
12	-1253.5	0	-15	5
13	-1246	0	-15	2
14	-1238.5	0	-15	3
15	-1231	0	-15	2
16	-1223.5	0	-15	5
17	-1216	0	-15	2
18	-1208.5	0	-15	3
19	-1201	0	-15	2
20	-1193.5	0	-15	5
21	-1186	0	-15	2
22	-1178.5	0	-15	3
23	-1171	0	-15	2
24	-1163.5	0	-15	5
25	-1156	0	-15	2
26	-1148.5	0	-15	3
27	-1141	0	-15	2
28	-1133.5	0	-15	5
29	-1126	0	-15	2
30	-1118.5	0	-15	3
31	-1111	0	-15	2
32	-1105	0	-15	5
33	-1099	0	-15	3
34	-1093	0	-15	4
35	-1086	0	-15	3
36	-1078	0	-15	5
37	-1070	0	-15	3
38	-1062	0	-15	3
39	-1054	0	-15	3
40	-1047	0	-15	4
41	-1041	0	-15	3
42	-1035	0	-15	3
43	-1029	0	-15	2
44	-1021.5	0	-15	5
45	-1014	0	-15	2
46	-1006.5	0	-15	3
47	-999	0	-15	2
48	-991.5	0	-15	5
49	-984	0	-15	2
50	-976.5	0	-15	3
51	-969	0	-15	2
52	-961.5	0	-15	5
53	-954	0	-15	2
54	-946.5	0	-15	3
55	-939	0	-15	2
56	-931.5	0	-15	5
57	-924	0	-15	2
58	-916.5	0	-15	3
59	-909	0	-15	2
60	-901.5	0	-15	5
61	-894	0	-15	2
62	-886.5	0	-15	3
63	-879	0	-15	2
64	-871.5	0	-15	5
65	-864	0	-15	2
66	-856	0	-15	3
67	-848	0	-15	2
68	-840.5	0	-15	5
69	-833	0	-15	2
70	-825.5	0	-15	3
71	-818	0	-15	2
72	-810.5	0	-15	5
73	-803	0	-15	2
74	-795.5	0	-15	3
75	-788	0	-15	2
76	-780.5	0	-15	5
77	-773	0	-15	2
78	-765.5	0	-15	3
79	-758	0	-15	2
80	-750.5	0	-15	5
81	-743	0	-15	2
82	-735.5	0	-15	3
83	-728	0	-15	2
84	-720.5	0	-15	5
85	-713	0	-15	2
86	-705.5	0	-15	3
87	-698	0	-15	2
88	-690.5	0	-15	5
89	-683	0	-15	2
90	-677	0	-15	3
91	-671	0	-15	3
92	-665	0	-15	4
93	-658	0	-15	3
94	-650	0	-15	3
95	-642	0	-15	3
96	-634	0	-15	5
97	-626	0	-15	3
98	-619	0	-15	4
99	-613	0	-15	3
100	-607	0	-15	5
101	-601	0	-15	2
102	-593.5	0	-15	3
103	-586	0	-15	2
104	-578.5	0	-15	5
105	-571	0	-15	2
106	-563.5	0	-15	3
107	-556	0	-15	2
108	-548.5	0	-15	5
109	-541	0	-15	2
110	-533.5	0	-15	3
111	-526	0	-15	2
112	-518.5	0	-15	5
113	-511	0	-15	2
114	-503.5	0	-15	3
115	-496	0	-15	2
116	-488.5	0	-15	5
117	-481	0	-15	2
118	-473.5	0	-15	3
119	-466	0	-15	2
120	-458.5	0	-15	5
121	-451	0	-15	2
122	-443.5	0	-15	3
123	-436	0	-15	2
124	-428	0	-15	5
125	-420	0	-15	2
126	-412.5	0	-15	3
127	-405	0	-15	2
128	-397.5	0	-15	5
129	-390	0	-15	2
130	-382.5	0	-15	3
131	-375	0	-15	2
132	-367.5	0	-15	5
133	-360	0	-15	2
134	-352.5	0	-15	3
135	-345	0	-15	2
136	-337.5	0	-15	5
137	-330	0	-15	2
138	-322.5	0	-15	3
139	-315	0	-15	2
140	-307.5	0	-15	5
141	-300	0	-15	2
142	-292.5	0	-15	3
143	-285	0	-15	2
144	-277.5	0	-15	5
145	-270	0	-15	2
146	-262.5	0	-15	3
147	-255	0	-15	2
148	-249	0	-15	5
149	-243	0	-15	3
150	-237	0	-15	4
151	-230	0	-15	3
152	-222	0	-15	5
153	-214	0	-15	3
154	-206	0	-15	3
155	-198	0	-15	3
156	-191	0	-15	4
157	-185	0	-15	3
