100	6	7.172
101	7.5	8.965
102	7.5	8.965
103	7.5	8.965
104	7.5	8.965
105	7.5	8.965
106	7.5	8.965
107	7.5	8.965
108	7.5	8.965
109	7.5	8.965
110	7.5	8.965
111	7.5	8.965
112	7.5	8.965
113	7.5	8.965
114	7.5	8.965
115	7.5	8.965
116	7.5	8.965
117	7.5	8.965
118	7.5	8.965
119	7.5	8.965
120	7.5	8.965
121	7.5	8.965
122	7.5	8.965
123	8	9.563
124	8	9.563
125	7.5	8.965
126	7.5	8.965
127	7.5	8.965
128	7.5	8.965
129	7.5	8.965
130	7.5	8.965
131	7.5	8.965
132	7.5	8.965
133	7.5	8.965
134	7.5	8.965
135	7.5	8.965
136	7.5	8.965
137	7.5	8.965
138	7.5	8.965
139	7.5	8.965
140	7.5	8.965
141	7.5	8.965
142	7.5	8.965
143	7.5	8.965
144	7.5	8.965
145	7.5	8.965
146	7.5	8.965
147	6	7.172
148	6	7.172
149	6	7.172
150	7	8.368
151	8	9.563
152	8	9.563
153	8	9.563
154	8	9.563
155	7	8.368
156	6	7.172
157	6	7.172
158	6	7.172
159	7.5	8.965
160	7.5	8.965
161	7.5	8.965
162	7.5	8.965
163	7.5	8.965
164	7.5	8.965
165	7.5	8.965
166	7.5	8.965
167	7.5	8.965
168	7.5	8.965
169	7.5	8.965
170	7.5	8.965
171	7.5	8.965
172	7.5	8.965
173	7.5	8.965
174	7.5	8.965
175	7.5	8.965
176	7.5	8.965
177	7.5	8.965
178	7.5	8.965
179	7.5	8.965
180	7.5	8.965
181	8	9.563
182	8	9.563
183	7.5	8.965
184	7.5	8.965
185	7.5	8.965
186	7.5	8.965
187	7.5	8.965
188	7.5	8.965
189	7.5	8.965
190	7.5	8.965
191	7.5	8.965
192	7.5	8.965
193	7.5	8.965
194	7.5	8.965
195	7.5	8.965
196	7.5	8.965
197	7.5	8.965
198	7.5	8.965
199	7.5	8.965
200	7.5	8.965
201	7.5	8.965
202	7.5	8.965
203	7.5	8.965
204	7.5	8.965
205	6	7.172
206	6	7.172
207	6	7.172
208	7	8.368
209	8	9.563
210	8	9.563
211	8	9.563
212	8	9.563
213	7	8.368
214	6	7.172
215	6	7.172
216	6	7.172
217	7.5	8.965
218	7.5	8.965
219	7.5	8.965
220	7.5	8.965
221	7.5	8.965
222	7.5	8.965
223	7.5	8.965
224	7.5	8.965
225	7.5	8.965
226	7.5	8.965
227	7.5	8.965
228	7.5	8.965
229	7.5	8.965
230	7.5	8.965
231	7.5	8.965
232	7.5	8.965
233	7.5	8.965
234	7.5	8.965
235	7.5	8.965
236	7.5	8.965
237	7.5	8.965
238	7.5	8.965
239	8	9.563
240	8	9.563
241	7.5	8.965
242	7.5	8.965
243	7.5	8.965
244	7.5	8.965
245	7.5	8.965
246	7.5	8.965
247	7.5	8.965
248	7.5	8.965
249	7.5	8.965
250	7.5	8.965
251	7.5	8.965
252	7.5	8.965
253	7.5	8.965
254	7.5	8.965
255	7.5	8.965
256	7.5	8.965
257	7.5	8.965
258	7.5	8.965
259	7.5	8.965
260	7.5	8.965
261	7.5	8.965
262	7.5	8.965
263	6	7.172
264	6	7.172
265	6	7.172
266	7	8.368
267	8	9.563
268	8	9.563
269	8	9.563
270	8	9.563
271	7	8.368
272	6	7.172
273	6	7.172
274	6	7.172
275	7.5	8.965
276	7.5	8.965
277	7.5	8.965
278	7.5	8.965
279	7.5	8.965
280	7.5	8.965
281	7.5	8.965
282	7.5	8.965
283	7.5	8.965
284	7.5	8.965
285	7.5	8.965
286	7.5	8.965
287	7.5	8.965
288	7.5	8.965
289	7.5	8.965
290	7.5	8.965
291	7.5	8.965
292	7.5	8.965
293	7.5	8.965
294	7.5	8.965
295	7.5	8.965
296	7.5	8.965
297	8	9.563
298	8	9.563
299	7.5	8.965
300	7.5	8.965
301	7.5	8.965
302	7.5	8.965
303	7.5	8.965
304	7.5	8.965
305	7.5	8.965
306	7.5	8.965
307	7.5	8.965
308	7.5	8.965
309	7.5	8.965
310	7.5	8.965
311	7.5	8.965
312	7.5	8.965
313	7.5	8.965
314	7.5	8.965
315	7.5	8.965
316	7.5	8.965
317	7.5	8.965
318	7.5	8.965
319	7.5	8.965
320	7.5	8.965
321	6	7.172
322	6	7.172
323	6	7.172
324	7	8.368
325	8	9.563
326	8	9.563
327	8	9.563
328	8	9.563
329	7	8.368
330	6	7.172
331	6	7.172
332	6	7.172
333	7.5	8.965
334	7.5	8.965
335	7.5	8.965
336	7.5	8.965
337	7.5	8.965
338	7.5	8.965
339	7.5	8.965
340	7.5	8.965
341	7.5	8.965
342	7.5	8.965
343	7.5	8.965
344	7.5	8.965
345	7.5	8.965
346	7.5	8.965
347	7.5	8.965
348	7.5	8.965
349	7.5	8.965
350	7.5	8.965
351	7.5	8.965
352	7.5	8.965
353	9	10.758
354	6	7.172
355	8	9.563
356	8	9.563
357	8	9.563
358	8	9.563
359	8	9.563
360	8	9.563
361	8	9.563
362	8	9.563
